"Subject 
(name of deposit data)",g__[Eubacterium],g__[Prevotella],g__[Ruminococcus],g__1-68,g__Acidaminococcus,g__Acinetobacter,g__Actinomyces,g__Adlercreutzia,g__Akkermansia,g__Alistipes,g__Anaerococcus,g__Anaerofustis,g__Anaerostipes,g__Anaerotruncus,g__Atopobium,g__Bacillus,g__Bacteroides,g__Bifidobacterium,g__Bilophila,g__Blautia,g__Bulleidia,g__Butyricicoccus,g__Butyricimonas,g__Campylobacter,g__Catenibacterium,g__cc_115,g__Cetobacterium,g__Christensenella,g__Citrobacter,g__Cloacibacillus,g__Clostridium_Clostridiaceae,g__Clostridium_Lachnospiraceae,g__Clostridium,g__Collinsella,g__Comamonas,g__Coprobacillus,g__Coprococcus,g__Corynebacterium,g__Desulfovibrio,g__Dialister,g__Dorea,g__Edwardsiella,g__Eggerthella,g__Enterococcus,g__Epulopiscium,g__Escherichia,g__Faecalibacterium,g__Finegoldia,g__Fusobacterium,g__Gemmiger,g__Granulicatella,g__Haemophilus,g__Holdemania,g__Klebsiella,g__Lachnobacterium,g__Lachnospira,g__Lactobacillus,g__Lactococcus,g__Leuconostoc,g__Megamonas,g__Megasphaera,g__Mitsuokella,g__Mogibacterium,g__Morganella,g__Mucispirillum,g__Odoribacter,g__Oribacterium,g__Oscillospira,g__Oxalobacter,g__p-75-a5,g__Parabacteroides,g__Paraprevotella,g__Parvimonas,g__Pediococcus,g__Peptococcus,g__Peptoniphilus,g__Phascolarctobacterium,g__Porphyromonas,g__Prevotella,g__Propionibacterium,g__Providencia,g__Pseudomonas,g__Pseudoramibacter_Eubacterium,g__rc4-4,g__RFN20,g__Rikenella,g__Roseburia,g__Rothia,g__Ruminococcus,g__Serratia,g__Slackia,g__SMB53,g__Sphingomonas,g__Staphylococcus,g__Streptococcus,g__Succinivibrio,g__Sutterella,g__Synergistes,g__Turicibacter,g__Veillonella,g__WAL_1855D,g__Weissella,age
Japanese013,0.0,0.0,0.034450651769088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004655493482309,0.0,0.0,0.0,0.16852886405959,0.10521415270018598,0.0,0.327281191806331,0.0,0.0,0.0,0.0,0.110335195530726,0.0,0.0,0.0,0.0,0.0,0.0,0.01024208566108,0.0,0.0,0.0,0.0,0.008845437616387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054934823091248,0.0,0.0,0.051675977653631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031191806331471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007448789571694999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074953445065177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-60
Japanese014,0.031159653067779996,0.0,0.023128814648249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10215226469643401,0.011885640860906,0.0,0.11082557018952699,0.0,0.0,0.0,0.0,0.029553485383874,0.0,0.0,0.0,0.0,0.0,0.002248634757469,0.0,0.0,0.0,0.0,0.0,0.06745904272406,0.0,0.0,0.0,0.013491808544812,0.0,0.0,0.0,0.0,0.0,0.087696755541279,0.0,0.0,0.054609701252811005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012528107934468,0.0,0.0,0.008030838419531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016061676839062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22550594282043,0.0,0.039190491487311005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-60
Japanese017,0.122633201232937,0.0,0.062747688243065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18560105680317,0.029502421840598998,0.0,0.089387934830471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014971378247468001,0.0,0.0,0.0,0.0,0.0,0.071334214002642,0.0,0.0,0.0037428445618670004,0.013210039630119,0.0,0.0,0.0,0.0,0.0,0.06979304271246099,0.0,0.0,0.022677234698371,0.0,0.0,0.0,0.0,0.0,0.0,0.005063848524879001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007265521796565,0.0,0.0,0.012109202994276001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059225011008366,0.0,0.009247027741083,0.0,0.0,0.0,0.0,0.0,0.005284015852048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-60
Japanese018,0.0059654631083199995,0.0,0.030455259026688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018838304552589997,0.0,0.0,0.38304552590266794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028257456828890003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009733124018838002,0.0,0.0,0.078492935635793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018838304552589997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050549450549451,0.0,0.0,0.0,0.0,0.0,0.3616954474097329,0.0,0.0,0.0,0.0037676609105179995,0.0,0.0,0.0,20-60
Japanese019,0.015574896930828998,0.0,0.019239578561612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21026110856619298,0.08932661475034401,0.0,0.184150251946862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009619789280806,0.0,0.0,0.0,0.0,0.0,0.029775538250115002,0.0,0.0,0.0,0.00870361887311,0.0,0.0,0.0,0.0,0.00870361887311,0.019239578561612,0.0,0.0,0.04626660558863901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010535959688501998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22995877233165302,0.0,0.014200641319285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-60
Japanese020,0.0,0.0,0.015290519877676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093272171253823,0.051478083588175,0.0,0.28644240570846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007135575942915,0.022935779816514002,0.0,0.0,0.0,0.0,0.185015290519877,0.0,0.0,0.0,0.008664627930683,0.0,0.0,0.0,0.0,0.0,0.04841997961264,0.0,0.0,0.03822629969419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005096839959225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051987767584098,0.0,0.09123343527013301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-60
Japanese022,0.0,0.0,0.053491827637444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17570579494799402,0.0,0.0,0.19242199108469502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05832095096582499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042719167904903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018202080237741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26225854383358105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-60
Japanese023,0.009676597911892,0.0,0.09676597911892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142347848230201,0.06773618538324401,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009931245225363,0.0,0.0,0.0,0.0,0.0,0.20550038197097,0.0,0.0,0.0,0.017316017316016997,0.0,0.0,0.0,0.0,0.0,0.024446142093201,0.0,0.0,0.070791953144894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001527883880825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017825311942959998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039215686274510005,0.0,0.0,0.0,0.0,0.004074357015533,20-60
Japanese024,0.0,0.0,0.01507049100632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01215362177929,0.0,0.0,0.0,0.06368497812348099,0.054448225571220005,0.0,0.335926105979581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010209042294604,0.0,0.0,0.0,0.0,0.0,0.016528925619835,0.0,0.0,0.0,0.021876519202722,0.0,0.0,0.0,0.0,0.027710257656782,0.008264462809917,0.0,0.0,0.039863879436072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011667476908119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013125911521633001,0.0,0.008750607681089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008750607681089,0.0,0.0,0.0,0.0,0.0,20-60
Japanese025,0.018482217866143996,0.002800336040325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011481377765332,0.0,0.0,0.0,0.00224026883226,0.016241949033884,0.0,0.31783814057686893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11117334080089598,0.0,0.010081209745169,0.0,0.04060487258471,0.0,0.0,0.0,0.0,0.0,0.11649397927751301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009521142537104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00448053766452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007560907308877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015961915429851998,0.0,0.034444133295996,0.0,0.0,0.0,0.0,0.0,0.010641276953234002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-60
Japanese027,0.19728377412437398,0.0,0.021086490350250002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024660471765547,0.0,0.0,0.26769120800571805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032165832737670002,0.0,0.0,0.0,0.0,0.0,0.122944960686204,0.0,0.0,0.006075768406004001,0.024303073624017003,0.0,0.0,0.0,0.0,0.0,0.040385989992852006,0.0,0.0,0.032523230879199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006790564689064,0.0,0.0,0.006075768406004001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107576840600428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009292351679771,0.0,0.0,0.0,20-60
Japanese028,0.0,0.0,0.084092501751927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29187105816397996,0.0,0.001751927119832,0.12368605466012599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009810791871058001,0.0,0.0,0.0,0.0,0.027680448493343,0.0,0.0,0.0,0.008759635599159,0.0,0.0,0.0,0.0,0.0,0.022775052557814,0.0,0.0,0.01156271899089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038542396636300005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059565522074280005,0.0,0.0,0.026629292221444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159074982480728,0.0,0.010161177295025,0.0,0.0,0.0,0.0,0.0,0.025578135949545,0.0,0.002102312543798,0.0,0.0,0.0,0.0,0.0,
Japanese029,0.0139744197063,0.0,0.01468498342018,0.0,0.0,0.0,0.0,0.0,0.0,0.004500236854571,0.0,0.0,0.0,0.0,0.0,0.003789673140692,0.027711984841307002,0.0,0.0,0.316674561819043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005684509711037,0.0,0.0,0.0,0.0,0.086688773093321,0.0,0.0,0.0,0.025580293699667998,0.0,0.0,0.0,0.0,0.0,0.117953576504026,0.0,0.0,0.0033159639981049996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002368545712932,0.0,0.0033159639981049996,0.0,0.0,0.0,0.0,0.035291331122691005,0.0,0.0,0.016106110847939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16840360018948303,0.0,0.08005684509711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-60
Japanese030,0.0,0.0,0.03224128965158601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017940717628705,0.0,0.0,0.0,0.145865834633385,0.07332293291731701,0.0,0.23088923556942198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012480499219968999,0.03718148725949,0.0,0.0,0.0,0.0,0.040561622464899,0.0,0.0,0.0,0.0,0.0,0.0,0.007280291211648,0.0,0.0,0.057982319292772005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001820072802912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073062922516901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09126365054602198,0.0,0.00130005200208,0.0,0.0,0.0,0.0,0.0,0.030421216848674004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-60
Japanese031,0.0,0.0,0.049351830793722996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017057084375711,0.0,0.0,0.0,0.020013645667501,0.0,0.0,0.257903115760746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010689106208779,0.0,0.0,0.0,0.0,0.0,0.060268364794178,0.0,0.0,0.0,0.023425062542642996,0.0,0.0,0.0,0.0,0.0,0.10347964521264401,0.0,0.0,0.057539231294064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010461678417103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06504434841937701,0.0,0.059358653627473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-60
